Methods	Samples	Features	Effect size	Date types	Evaluation
ZicoSeq	50	100	1	mix	TPR
limma_voom	50	100	1	mix	TPR
DESeq2	50	100	1	mix	TPR
Corncob	50	100	1	mix	TPR
MaAsLin2	50	100	1	mix	TPR
AAnew	100	100	1	mix	TPR
wilcox	100	100	1	mix	TPR
LinDA	100	100	1	mix	TPR
MetagenomeSeq	100	100	1	mix	TPR
LEfSe	100	100	1	mix	TPR
edgeR	100	100	1	mix	TPR
ALDEx2_wi	100	100	1	mix	TPR
fastANCOM	100	100	1	mix	TPR
DACOMP	100	100	1	mix	TPR
ZicoSeq	100	100	1	mix	TPR
limma_voom	100	100	1	mix	TPR
DESeq2	100	100	1	mix	TPR
Corncob	100	100	1	mix	TPR
MaAsLin2	100	100	1	mix	TPR
AAnew	200	100	1	mix	TPR
wilcox	200	100	1	mix	TPR
LinDA	200	100	1	mix	TPR
MetagenomeSeq	200	100	1	mix	TPR
LEfSe	200	100	1	mix	TPR
edgeR	200	100	1	mix	TPR
ALDEx2_wi	200	100	1	mix	TPR
fastANCOM	200	100	1	mix	TPR
DACOMP	200	100	1	mix	TPR
ZicoSeq	200	100	1	mix	TPR
limma_voom	200	100	1	mix	TPR
DESeq2	200	100	1	mix	TPR
Corncob	200	100	1	mix	TPR
MaAsLin2	200	100	1	mix	TPR
AAnew	300	100	1	mix	TPR
wilcox	300	100	1	mix	TPR
LinDA	300	100	1	mix	TPR
MetagenomeSeq	300	100	1	mix	TPR
LEfSe	300	100	1	mix	TPR
edgeR	300	100	1	mix	TPR
ALDEx2_wi	300	100	1	mix	TPR
fastANCOM	300	100	1	mix	TPR
DACOMP	300	100	1	mix	TPR
ZicoSeq	300	100	1	mix	TPR
limma_voom	300	100	1	mix	TPR
DESeq2	300	100	1	mix	TPR
Corncob	300	100	1	mix	TPR
MaAsLin2	300	100	1	mix	TPR
AAnew	500	100	1	mix	TPR
wilcox	500	100	1	mix	TPR
LinDA	500	100	1	mix	TPR
MetagenomeSeq	500	100	1	mix	TPR
LEfSe	500	100	1	mix	TPR
edgeR	500	100	1	mix	TPR
ALDEx2_wi	500	100	1	mix	TPR
fastANCOM	500	100	1	mix	TPR
DACOMP	500	100	1	mix	TPR
ZicoSeq	500	100	1	mix	TPR
limma_voom	500	100	1	mix	TPR
DESeq2	500	100	1	mix	TPR
Corncob	500	100	1	mix	TPR
MaAsLin2	500	100	1	mix	TPR
AAnew	20	100	2	mix	TPR
wilcox	20	100	2	mix	TPR
LinDA	20	100	2	mix	TPR
MetagenomeSeq	20	100	2	mix	TPR
LEfSe	20	100	2	mix	TPR
edgeR	20	100	2	mix	TPR
ALDEx2_wi	20	100	2	mix	TPR
fastANCOM	20	100	2	mix	TPR
DACOMP	20	100	2	mix	TPR
ZicoSeq	20	100	2	mix	TPR
limma_voom	20	100	2	mix	TPR
DESeq2	20	100	2	mix	TPR
Corncob	20	100	2	mix	TPR
MaAsLin2	20	100	2	mix	TPR
AAnew	50	100	2	mix	TPR
wilcox	50	100	2	mix	TPR
LinDA	50	100	2	mix	TPR
MetagenomeSeq	50	100	2	mix	TPR
LEfSe	50	100	2	mix	TPR
edgeR	50	100	2	mix	TPR
ALDEx2_wi	50	100	2	mix	TPR
fastANCOM	50	100	2	mix	TPR
DACOMP	50	100	2	mix	TPR
ZicoSeq	50	100	2	mix	TPR
limma_voom	50	100	2	mix	TPR
DESeq2	50	100	2	mix	TPR
Corncob	50	100	2	mix	TPR
MaAsLin2	50	100	2	mix	TPR
AAnew	100	100	2	mix	TPR
wilcox	100	100	2	mix	TPR
LinDA	100	100	2	mix	TPR
MetagenomeSeq	100	100	2	mix	TPR
LEfSe	100	100	2	mix	TPR
edgeR	100	100	2	mix	TPR
ALDEx2_wi	100	100	2	mix	TPR
fastANCOM	100	100	2	mix	TPR
DACOMP	100	100	2	mix	TPR
ZicoSeq	100	100	2	mix	TPR
limma_voom	100	100	2	mix	TPR
DESeq2	100	100	2	mix	TPR
Corncob	100	100	2	mix	TPR
MaAsLin2	100	100	2	mix	TPR
AAnew	200	100	2	mix	TPR
wilcox	200	100	2	mix	TPR
LinDA	200	100	2	mix	TPR
MetagenomeSeq	200	100	2	mix	TPR
LEfSe	200	100	2	mix	TPR
edgeR	200	100	2	mix	TPR
ALDEx2_wi	200	100	2	mix	TPR
fastANCOM	200	100	2	mix	TPR
DACOMP	200	100	2	mix	TPR
ZicoSeq	200	100	2	mix	TPR
limma_voom	200	100	2	mix	TPR
DESeq2	200	100	2	mix	TPR
Corncob	200	100	2	mix	TPR
MaAsLin2	200	100	2	mix	TPR
AAnew	300	100	2	mix	TPR
wilcox	300	100	2	mix	TPR
LinDA	300	100	2	mix	TPR
MetagenomeSeq	300	100	2	mix	TPR
LEfSe	300	100	2	mix	TPR
edgeR	300	100	2	mix	TPR
ALDEx2_wi	300	100	2	mix	TPR
fastANCOM	300	100	2	mix	TPR
DACOMP	300	100	2	mix	TPR
ZicoSeq	300	100	2	mix	TPR
limma_voom	300	100	2	mix	TPR
DESeq2	300	100	2	mix	TPR
Corncob	300	100	2	mix	TPR
MaAsLin2	300	100	2	mix	TPR
AAnew	500	100	2	mix	TPR
wilcox	500	100	2	mix	TPR
LinDA	500	100	2	mix	TPR
MetagenomeSeq	500	100	2	mix	TPR
LEfSe	500	100	2	mix	TPR
edgeR	500	100	2	mix	TPR
ALDEx2_wi	500	100	2	mix	TPR
fastANCOM	500	100	2	mix	TPR
DACOMP	500	100	2	mix	TPR
ZicoSeq	500	100	2	mix	TPR
limma_voom	500	100	2	mix	TPR
DESeq2	500	100	2	mix	TPR
Corncob	500	100	2	mix	TPR
MaAsLin2	500	100	2	mix	TPR
AAnew	20	100	5	mix	TPR
wilcox	20	100	5	mix	TPR
LinDA	20	100	5	mix	TPR
MetagenomeSeq	20	100	5	mix	TPR
LEfSe	20	100	5	mix	TPR
edgeR	20	100	5	mix	TPR
ALDEx2_wi	20	100	5	mix	TPR
fastANCOM	20	100	5	mix	TPR
DACOMP	20	100	5	mix	TPR
ZicoSeq	20	100	5	mix	TPR
limma_voom	20	100	5	mix	TPR
DESeq2	20	100	5	mix	TPR
Corncob	20	100	5	mix	TPR
MaAsLin2	20	100	5	mix	TPR
AAnew	50	100	5	mix	TPR
wilcox	50	100	5	mix	TPR
LinDA	50	100	5	mix	TPR
MetagenomeSeq	50	100	5	mix	TPR
LEfSe	50	100	5	mix	TPR
edgeR	50	100	5	mix	TPR
ALDEx2_wi	50	100	5	mix	TPR
fastANCOM	50	100	5	mix	TPR
DACOMP	50	100	5	mix	TPR
ZicoSeq	50	100	5	mix	TPR
limma_voom	50	100	5	mix	TPR
DESeq2	50	100	5	mix	TPR
Corncob	50	100	5	mix	TPR
MaAsLin2	50	100	5	mix	TPR
AAnew	100	100	5	mix	TPR
wilcox	100	100	5	mix	TPR
LinDA	100	100	5	mix	TPR
MetagenomeSeq	100	100	5	mix	TPR
LEfSe	100	100	5	mix	TPR
edgeR	100	100	5	mix	TPR
ALDEx2_wi	100	100	5	mix	TPR
fastANCOM	100	100	5	mix	TPR
DACOMP	100	100	5	mix	TPR
ZicoSeq	100	100	5	mix	TPR
limma_voom	100	100	5	mix	TPR
DESeq2	100	100	5	mix	TPR
Corncob	100	100	5	mix	TPR
MaAsLin2	100	100	5	mix	TPR
AAnew	200	100	5	mix	TPR
wilcox	200	100	5	mix	TPR
LinDA	200	100	5	mix	TPR
MetagenomeSeq	200	100	5	mix	TPR
LEfSe	200	100	5	mix	TPR
edgeR	200	100	5	mix	TPR
ALDEx2_wi	200	100	5	mix	TPR
fastANCOM	200	100	5	mix	TPR
DACOMP	200	100	5	mix	TPR
ZicoSeq	200	100	5	mix	TPR
limma_voom	200	100	5	mix	TPR
DESeq2	200	100	5	mix	TPR
Corncob	200	100	5	mix	TPR
MaAsLin2	200	100	5	mix	TPR
AAnew	300	100	5	mix	TPR
wilcox	300	100	5	mix	TPR
LinDA	300	100	5	mix	TPR
MetagenomeSeq	300	100	5	mix	TPR
LEfSe	300	100	5	mix	TPR
edgeR	300	100	5	mix	TPR
ALDEx2_wi	300	100	5	mix	TPR
fastANCOM	300	100	5	mix	TPR
DACOMP	300	100	5	mix	TPR
ZicoSeq	300	100	5	mix	TPR
limma_voom	300	100	5	mix	TPR
DESeq2	300	100	5	mix	TPR
Corncob	300	100	5	mix	TPR
MaAsLin2	300	100	5	mix	TPR
AAnew	500	100	5	mix	TPR
wilcox	500	100	5	mix	TPR
LinDA	500	100	5	mix	TPR
MetagenomeSeq	500	100	5	mix	TPR
LEfSe	500	100	5	mix	TPR
edgeR	500	100	5	mix	TPR
ALDEx2_wi	500	100	5	mix	TPR
fastANCOM	500	100	5	mix	TPR
DACOMP	500	100	5	mix	TPR
ZicoSeq	500	100	5	mix	TPR
limma_voom	500	100	5	mix	TPR
DESeq2	500	100	5	mix	TPR
Corncob	500	100	5	mix	TPR
MaAsLin2	500	100	5	mix	TPR
AAnew	20	100	10	mix	TPR
wilcox	20	100	10	mix	TPR
LinDA	20	100	10	mix	TPR
MetagenomeSeq	20	100	10	mix	TPR
LEfSe	20	100	10	mix	TPR
edgeR	20	100	10	mix	TPR
ALDEx2_wi	20	100	10	mix	TPR
fastANCOM	20	100	10	mix	TPR
DACOMP	20	100	10	mix	TPR
ZicoSeq	20	100	10	mix	TPR
limma_voom	20	100	10	mix	TPR
DESeq2	20	100	10	mix	TPR
Corncob	20	100	10	mix	TPR
MaAsLin2	20	100	10	mix	TPR
AAnew	50	100	10	mix	TPR
wilcox	50	100	10	mix	TPR
LinDA	50	100	10	mix	TPR
MetagenomeSeq	50	100	10	mix	TPR
LEfSe	50	100	10	mix	TPR
edgeR	50	100	10	mix	TPR
ALDEx2_wi	50	100	10	mix	TPR
fastANCOM	50	100	10	mix	TPR
DACOMP	50	100	10	mix	TPR
ZicoSeq	50	100	10	mix	TPR
limma_voom	50	100	10	mix	TPR
DESeq2	50	100	10	mix	TPR
Corncob	50	100	10	mix	TPR
MaAsLin2	50	100	10	mix	TPR
AAnew	100	100	10	mix	TPR
wilcox	100	100	10	mix	TPR
LinDA	100	100	10	mix	TPR
MetagenomeSeq	100	100	10	mix	TPR
LEfSe	100	100	10	mix	TPR
edgeR	100	100	10	mix	TPR
ALDEx2_wi	100	100	10	mix	TPR
fastANCOM	100	100	10	mix	TPR
DACOMP	100	100	10	mix	TPR
ZicoSeq	100	100	10	mix	TPR
limma_voom	100	100	10	mix	TPR
DESeq2	100	100	10	mix	TPR
Corncob	100	100	10	mix	TPR
MaAsLin2	100	100	10	mix	TPR
AAnew	200	100	10	mix	TPR
wilcox	200	100	10	mix	TPR
LinDA	200	100	10	mix	TPR
MetagenomeSeq	200	100	10	mix	TPR
LEfSe	200	100	10	mix	TPR
edgeR	200	100	10	mix	TPR
ALDEx2_wi	200	100	10	mix	TPR
fastANCOM	200	100	10	mix	TPR
DACOMP	200	100	10	mix	TPR
ZicoSeq	200	100	10	mix	TPR
limma_voom	200	100	10	mix	TPR
DESeq2	200	100	10	mix	TPR
Corncob	200	100	10	mix	TPR
MaAsLin2	200	100	10	mix	TPR
AAnew	300	100	10	mix	TPR
wilcox	300	100	10	mix	TPR
LinDA	300	100	10	mix	TPR
MetagenomeSeq	300	100	10	mix	TPR
LEfSe	300	100	10	mix	TPR
edgeR	300	100	10	mix	TPR
ALDEx2_wi	300	100	10	mix	TPR
fastANCOM	300	100	10	mix	TPR
DACOMP	300	100	10	mix	TPR
ZicoSeq	300	100	10	mix	TPR
limma_voom	300	100	10	mix	TPR
DESeq2	300	100	10	mix	TPR
Corncob	300	100	10	mix	TPR
MaAsLin2	300	100	10	mix	TPR
AAnew	500	100	10	mix	TPR
wilcox	500	100	10	mix	TPR
LinDA	500	100	10	mix	TPR
MetagenomeSeq	500	100	10	mix	TPR
LEfSe	500	100	10	mix	TPR
edgeR	500	100	10	mix	TPR
ALDEx2_wi	500	100	10	mix	TPR
fastANCOM	500	100	10	mix	TPR
DACOMP	500	100	10	mix	TPR
ZicoSeq	500	100	10	mix	TPR
limma_voom	500	100	10	mix	TPR
DESeq2	500	100	10	mix	TPR
Corncob	500	100	10	mix	TPR
MaAsLin2	500	100	10	mix	TPR
AAnew	20	100	1	abundant	Precision
wilcox	20	100	1	abundant	Precision
LinDA	20	100	1	abundant	Precision
MetagenomeSeq	20	100	1	abundant	Precision
LEfSe	20	100	1	abundant	Precision
edgeR	20	100	1	abundant	Precision
ALDEx2_wi	20	100	1	abundant	Precision
fastANCOM	20	100	1	abundant	Precision
DACOMP	20	100	1	abundant	Precision
ZicoSeq	20	100	1	abundant	Precision
limma_voom	20	100	1	abundant	Precision
DESeq2	20	100	1	abundant	Precision
Corncob	20	100	1	abundant	Precision
MaAsLin2	20	100	1	abundant	Precision
AAnew	50	100	1	abundant	Precision
wilcox	50	100	1	abundant	Precision
LinDA	50	100	1	abundant	Precision
MetagenomeSeq	50	100	1	abundant	Precision
LEfSe	50	100	1	abundant	Precision
edgeR	50	100	1	abundant	Precision
ALDEx2_wi	50	100	1	abundant	Precision
fastANCOM	50	100	1	abundant	Precision
DACOMP	50	100	1	abundant	Precision
ZicoSeq	50	100	1	abundant	Precision
limma_voom	50	100	1	abundant	Precision
DESeq2	50	100	1	abundant	Precision
Corncob	50	100	1	abundant	Precision
MaAsLin2	50	100	1	abundant	Precision
AAnew	100	100	1	abundant	Precision
wilcox	100	100	1	abundant	Precision
LinDA	100	100	1	abundant	Precision
MetagenomeSeq	100	100	1	abundant	Precision
LEfSe	100	100	1	abundant	Precision
edgeR	100	100	1	abundant	Precision
ALDEx2_wi	100	100	1	abundant	Precision
fastANCOM	100	100	1	abundant	Precision
DACOMP	100	100	1	abundant	Precision
ZicoSeq	100	100	1	abundant	Precision
limma_voom	100	100	1	abundant	Precision
DESeq2	100	100	1	abundant	Precision
Corncob	100	100	1	abundant	Precision
MaAsLin2	100	100	1	abundant	Precision
AAnew	200	100	1	abundant	Precision
wilcox	200	100	1	abundant	Precision
LinDA	200	100	1	abundant	Precision
MetagenomeSeq	200	100	1	abundant	Precision
LEfSe	200	100	1	abundant	Precision
edgeR	200	100	1	abundant	Precision
ALDEx2_wi	200	100	1	abundant	Precision
fastANCOM	200	100	1	abundant	Precision
DACOMP	200	100	1	abundant	Precision
ZicoSeq	200	100	1	abundant	Precision
limma_voom	200	100	1	abundant	Precision
DESeq2	200	100	1	abundant	Precision
Corncob	200	100	1	abundant	Precision
MaAsLin2	200	100	1	abundant	Precision
AAnew	300	100	1	abundant	Precision
wilcox	300	100	1	abundant	Precision
LinDA	300	100	1	abundant	Precision
MetagenomeSeq	300	100	1	abundant	Precision
LEfSe	300	100	1	abundant	Precision
edgeR	300	100	1	abundant	Precision
ALDEx2_wi	300	100	1	abundant	Precision
fastANCOM	300	100	1	abundant	Precision
DACOMP	300	100	1	abundant	Precision
ZicoSeq	300	100	1	abundant	Precision
limma_voom	300	100	1	abundant	Precision
DESeq2	300	100	1	abundant	Precision
Corncob	300	100	1	abundant	Precision
MaAsLin2	300	100	1	abundant	Precision
AAnew	500	100	1	abundant	Precision
wilcox	500	100	1	abundant	Precision
LinDA	500	100	1	abundant	Precision
MetagenomeSeq	500	100	1	abundant	Precision
LEfSe	500	100	1	abundant	Precision
edgeR	500	100	1	abundant	Precision
ALDEx2_wi	500	100	1	abundant	Precision
fastANCOM	500	100	1	abundant	Precision
DACOMP	500	100	1	abundant	Precision
ZicoSeq	500	100	1	abundant	Precision
limma_voom	500	100	1	abundant	Precision
DESeq2	500	100	1	abundant	Precision
Corncob	500	100	1	abundant	Precision
MaAsLin2	500	100	1	abundant	Precision
AAnew	20	100	2	abundant	Precision
wilcox	20	100	2	abundant	Precision
LinDA	20	100	2	abundant	Precision
MetagenomeSeq	20	100	2	abundant	Precision
LEfSe	20	100	2	abundant	Precision
edgeR	20	100	2	abundant	Precision
ALDEx2_wi	20	100	2	abundant	Precision
fastANCOM	20	100	2	abundant	Precision
DACOMP	20	100	2	abundant	Precision
ZicoSeq	20	100	2	abundant	Precision
limma_voom	20	100	2	abundant	Precision
DESeq2	20	100	2	abundant	Precision
Corncob	20	100	2	abundant	Precision
MaAsLin2	20	100	2	abundant	Precision
AAnew	50	100	2	abundant	Precision
wilcox	50	100	2	abundant	Precision
LinDA	50	100	2	abundant	Precision
MetagenomeSeq	50	100	2	abundant	Precision
LEfSe	50	100	2	abundant	Precision
edgeR	50	100	2	abundant	Precision
ALDEx2_wi	50	100	2	abundant	Precision
fastANCOM	50	100	2	abundant	Precision
DACOMP	50	100	2	abundant	Precision
ZicoSeq	50	100	2	abundant	Precision
limma_voom	50	100	2	abundant	Precision
DESeq2	50	100	2	abundant	Precision
Corncob	50	100	2	abundant	Precision
MaAsLin2	50	100	2	abundant	Precision
AAnew	100	100	2	abundant	Precision
wilcox	100	100	2	abundant	Precision
LinDA	100	100	2	abundant	Precision
MetagenomeSeq	100	100	2	abundant	Precision
LEfSe	100	100	2	abundant	Precision
edgeR	100	100	2	abundant	Precision
ALDEx2_wi	100	100	2	abundant	Precision
fastANCOM	100	100	2	abundant	Precision
DACOMP	100	100	2	abundant	Precision
ZicoSeq	100	100	2	abundant	Precision
limma_voom	100	100	2	abundant	Precision
DESeq2	100	100	2	abundant	Precision
Corncob	100	100	2	abundant	Precision
MaAsLin2	100	100	2	abundant	Precision
AAnew	200	100	2	abundant	Precision
wilcox	200	100	2	abundant	Precision
LinDA	200	100	2	abundant	Precision
MetagenomeSeq	200	100	2	abundant	Precision
LEfSe	200	100	2	abundant	Precision
edgeR	200	100	2	abundant	Precision
ALDEx2_wi	200	100	2	abundant	Precision
fastANCOM	200	100	2	abundant	Precision
DACOMP	200	100	2	abundant	Precision
ZicoSeq	200	100	2	abundant	Precision
limma_voom	200	100	2	abundant	Precision
DESeq2	200	100	2	abundant	Precision
Corncob	200	100	2	abundant	Precision
MaAsLin2	200	100	2	abundant	Precision
AAnew	300	100	2	abundant	Precision
wilcox	300	100	2	abundant	Precision
LinDA	300	100	2	abundant	Precision
MetagenomeSeq	300	100	2	abundant	Precision
LEfSe	300	100	2	abundant	Precision
edgeR	300	100	2	abundant	Precision
ALDEx2_wi	300	100	2	abundant	Precision
fastANCOM	300	100	2	abundant	Precision
DACOMP	300	100	2	abundant	Precision
ZicoSeq	300	100	2	abundant	Precision
limma_voom	300	100	2	abundant	Precision
DESeq2	300	100	2	abundant	Precision
Corncob	300	100	2	abundant	Precision
MaAsLin2	300	100	2	abundant	Precision
AAnew	500	100	2	abundant	Precision
wilcox	500	100	2	abundant	Precision
LinDA	500	100	2	abundant	Precision
MetagenomeSeq	500	100	2	abundant	Precision
LEfSe	500	100	2	abundant	Precision
edgeR	500	100	2	abundant	Precision
ALDEx2_wi	500	100	2	abundant	Precision
fastANCOM	500	100	2	abundant	Precision
DACOMP	500	100	2	abundant	Precision
ZicoSeq	500	100	2	abundant	Precision
limma_voom	500	100	2	abundant	Precision
DESeq2	500	100	2	abundant	Precision
Corncob	500	100	2	abundant	Precision
MaAsLin2	500	100	2	abundant	Precision
AAnew	20	100	5	abundant	Precision
wilcox	20	100	5	abundant	Precision
LinDA	20	100	5	abundant	Precision
MetagenomeSeq	20	100	5	abundant	Precision
LEfSe	20	100	5	abundant	Precision
edgeR	20	100	5	abundant	Precision
ALDEx2_wi	20	100	5	abundant	Precision
fastANCOM	20	100	5	abundant	Precision
DACOMP	20	100	5	abundant	Precision
ZicoSeq	20	100	5	abundant	Precision
limma_voom	20	100	5	abundant	Precision
DESeq2	20	100	5	abundant	Precision
Corncob	20	100	5	abundant	Precision
MaAsLin2	20	100	5	abundant	Precision
AAnew	50	100	5	abundant	Precision
wilcox	50	100	5	abundant	Precision
LinDA	50	100	5	abundant	Precision
MetagenomeSeq	50	100	5	abundant	Precision
LEfSe	50	100	5	abundant	Precision
edgeR	50	100	5	abundant	Precision
ALDEx2_wi	50	100	5	abundant	Precision
fastANCOM	50	100	5	abundant	Precision
DACOMP	50	100	5	abundant	Precision
ZicoSeq	50	100	5	abundant	Precision
limma_voom	50	100	5	abundant	Precision
DESeq2	50	100	5	abundant	Precision
Corncob	50	100	5	abundant	Precision
MaAsLin2	50	100	5	abundant	Precision
AAnew	100	100	5	abundant	Precision
wilcox	100	100	5	abundant	Precision
LinDA	100	100	5	abundant	Precision
MetagenomeSeq	100	100	5	abundant	Precision
LEfSe	100	100	5	abundant	Precision
edgeR	100	100	5	abundant	Precision
ALDEx2_wi	100	100	5	abundant	Precision
fastANCOM	100	100	5	abundant	Precision
DACOMP	100	100	5	abundant	Precision
ZicoSeq	100	100	5	abundant	Precision
limma_voom	100	100	5	abundant	Precision
DESeq2	100	100	5	abundant	Precision
Corncob	100	100	5	abundant	Precision
MaAsLin2	100	100	5	abundant	Precision
AAnew	200	100	5	abundant	Precision
wilcox	200	100	5	abundant	Precision
LinDA	200	100	5	abundant	Precision
MetagenomeSeq	200	100	5	abundant	Precision
LEfSe	200	100	5	abundant	Precision
edgeR	200	100	5	abundant	Precision
ALDEx2_wi	200	100	5	abundant	Precision
fastANCOM	200	100	5	abundant	Precision
DACOMP	200	100	5	abundant	Precision
ZicoSeq	200	100	5	abundant	Precision
limma_voom	200	100	5	abundant	Precision
DESeq2	200	100	5	abundant	Precision
Corncob	200	100	5	abundant	Precision
MaAsLin2	200	100	5	abundant	Precision
AAnew	300	100	5	abundant	Precision
wilcox	300	100	5	abundant	Precision
LinDA	300	100	5	abundant	Precision
MetagenomeSeq	300	100	5	abundant	Precision
LEfSe	300	100	5	abundant	Precision
edgeR	300	100	5	abundant	Precision
ALDEx2_wi	300	100	5	abundant	Precision
fastANCOM	300	100	5	abundant	Precision
DACOMP	300	100	5	abundant	Precision
ZicoSeq	300	100	5	abundant	Precision
limma_voom	300	100	5	abundant	Precision
DESeq2	300	100	5	abundant	Precision
Corncob	300	100	5	abundant	Precision
MaAsLin2	300	100	5	abundant	Precision
AAnew	500	100	5	abundant	Precision
wilcox	500	100	5	abundant	Precision
LinDA	500	100	5	abundant	Precision
MetagenomeSeq	500	100	5	abundant	Precision
LEfSe	500	100	5	abundant	Precision
edgeR	500	100	5	abundant	Precision
ALDEx2_wi	500	100	5	abundant	Precision
fastANCOM	500	100	5	abundant	Precision
DACOMP	500	100	5	abundant	Precision
ZicoSeq	500	100	5	abundant	Precision
limma_voom	500	100	5	abundant	Precision
DESeq2	500	100	5	abundant	Precision
Corncob	500	100	5	abundant	Precision
MaAsLin2	500	100	5	abundant	Precision
AAnew	20	100	10	abundant	Precision
wilcox	20	100	10	abundant	Precision
LinDA	20	100	10	abundant	Precision
MetagenomeSeq	20	100	10	abundant	Precision
LEfSe	20	100	10	abundant	Precision
edgeR	20	100	10	abundant	Precision
ALDEx2_wi	20	100	10	abundant	Precision
fastANCOM	20	100	10	abundant	Precision
DACOMP	20	100	10	abundant	Precision
ZicoSeq	20	100	10	abundant	Precision
limma_voom	20	100	10	abundant	Precision
DESeq2	20	100	10	abundant	Precision
Corncob	20	100	10	abundant	Precision
MaAsLin2	20	100	10	abundant	Precision
AAnew	50	100	10	abundant	Precision
wilcox	50	100	10	abundant	Precision
LinDA	50	100	10	abundant	Precision
MetagenomeSeq	50	100	10	abundant	Precision
LEfSe	50	100	10	abundant	Precision
edgeR	50	100	10	abundant	Precision
ALDEx2_wi	50	100	10	abundant	Precision
fastANCOM	50	100	10	abundant	Precision
DACOMP	50	100	10	abundant	Precision
ZicoSeq	50	100	10	abundant	Precision
limma_voom	50	100	10	abundant	Precision
DESeq2	50	100	10	abundant	Precision
Corncob	50	100	10	abundant	Precision
MaAsLin2	50	100	10	abundant	Precision
AAnew	100	100	10	abundant	Precision
wilcox	100	100	10	abundant	Precision
LinDA	100	100	10	abundant	Precision
MetagenomeSeq	100	100	10	abundant	Precision
LEfSe	100	100	10	abundant	Precision
edgeR	100	100	10	abundant	Precision
ALDEx2_wi	100	100	10	abundant	Precision
fastANCOM	100	100	10	abundant	Precision
DACOMP	100	100	10	abundant	Precision
ZicoSeq	100	100	10	abundant	Precision
limma_voom	100	100	10	abundant	Precision
DESeq2	100	100	10	abundant	Precision
Corncob	100	100	10	abundant	Precision
MaAsLin2	100	100	10	abundant	Precision
AAnew	200	100	10	abundant	Precision
wilcox	200	100	10	abundant	Precision
LinDA	200	100	10	abundant	Precision
MetagenomeSeq	200	100	10	abundant	Precision
LEfSe	200	100	10	abundant	Precision
edgeR	200	100	10	abundant	Precision
ALDEx2_wi	200	100	10	abundant	Precision
fastANCOM	200	100	10	abundant	Precision
DACOMP	200	100	10	abundant	Precision
ZicoSeq	200	100	10	abundant	Precision
limma_voom	200	100	10	abundant	Precision
DESeq2	200	100	10	abundant	Precision
Corncob	200	100	10	abundant	Precision
MaAsLin2	200	100	10	abundant	Precision
AAnew	300	100	10	abundant	Precision
wilcox	300	100	10	abundant	Precision
LinDA	300	100	10	abundant	Precision
MetagenomeSeq	300	100	10	abundant	Precision
LEfSe	300	100	10	abundant	Precision
edgeR	300	100	10	abundant	Precision
ALDEx2_wi	300	100	10	abundant	Precision
fastANCOM	300	100	10	abundant	Precision
DACOMP	300	100	10	abundant	Precision
ZicoSeq	300	100	10	abundant	Precision
limma_voom	300	100	10	abundant	Precision
DESeq2	300	100	10	abundant	Precision
Corncob	300	100	10	abundant	Precision
MaAsLin2	300	100	10	abundant	Precision
AAnew	500	100	10	abundant	Precision
wilcox	500	100	10	abundant	Precision
LinDA	500	100	10	abundant	Precision
MetagenomeSeq	500	100	10	abundant	Precision
LEfSe	500	100	10	abundant	Precision
edgeR	500	100	10	abundant	Precision
ALDEx2_wi	500	100	10	abundant	Precision
fastANCOM	500	100	10	abundant	Precision
DACOMP	500	100	10	abundant	Precision
ZicoSeq	500	100	10	abundant	Precision
limma_voom	500	100	10	abundant	Precision
DESeq2	500	100	10	abundant	Precision
Corncob	500	100	10	abundant	Precision
MaAsLin2	500	100	10	abundant	Precision
AAnew	20	100	1	rare	Precision
wilcox	20	100	1	rare	Precision
LinDA	20	100	1	rare	Precision
MetagenomeSeq	20	100	1	rare	Precision
LEfSe	20	100	1	rare	Precision
edgeR	20	100	1	rare	Precision
ALDEx2_wi	20	100	1	rare	Precision
fastANCOM	20	100	1	rare	Precision
DACOMP	20	100	1	rare	Precision
ZicoSeq	20	100	1	rare	Precision
limma_voom	20	100	1	rare	Precision
DESeq2	20	100	1	rare	Precision
Corncob	20	100	1	rare	Precision
MaAsLin2	20	100	1	rare	Precision
AAnew	50	100	1	rare	Precision
wilcox	50	100	1	rare	Precision
LinDA	50	100	1	rare	Precision
MetagenomeSeq	50	100	1	rare	Precision
LEfSe	50	100	1	rare	Precision
edgeR	50	100	1	rare	Precision
ALDEx2_wi	50	100	1	rare	Precision
fastANCOM	50	100	1	rare	Precision
DACOMP	50	100	1	rare	Precision
ZicoSeq	50	100	1	rare	Precision
limma_voom	50	100	1	rare	Precision
DESeq2	50	100	1	rare	Precision
Corncob	50	100	1	rare	Precision
MaAsLin2	50	100	1	rare	Precision
AAnew	100	100	1	rare	Precision
wilcox	100	100	1	rare	Precision
LinDA	100	100	1	rare	Precision
MetagenomeSeq	100	100	1	rare	Precision
LEfSe	100	100	1	rare	Precision
edgeR	100	100	1	rare	Precision
ALDEx2_wi	100	100	1	rare	Precision
fastANCOM	100	100	1	rare	Precision
DACOMP	100	100	1	rare	Precision
ZicoSeq	100	100	1	rare	Precision
limma_voom	100	100	1	rare	Precision
DESeq2	100	100	1	rare	Precision
Corncob	100	100	1	rare	Precision
MaAsLin2	100	100	1	rare	Precision
AAnew	200	100	1	rare	Precision
wilcox	200	100	1	rare	Precision
LinDA	200	100	1	rare	Precision
MetagenomeSeq	200	100	1	rare	Precision
LEfSe	200	100	1	rare	Precision
edgeR	200	100	1	rare	Precision
